ISBN_10	ISBN_13	title	authors	big_cate	small_cate	seller	location	seller_link	seller_date	used	publisher	publish_date	binding	book_condition	illustrator	dust_jacket_condition	signed	edition	price	link
039513692X	9780395136928	Peterson Field Guide To Western Birds 2nd Edition	Roger Tory Peterson	science-books	environment-ecology	Powell's  Books	Portland,OR,U.S.A	powells-books-portland-or-u.s.a/9859/sf	1997-06-11	used	HOUGHTON MIFFLIN HARCOURT, United States	None	Trade Paperback	Good	None	None	None	None	US$ 3.95	https://www.abebooks.com/servlet/BookDetailsPL?bi=18591527887&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds (Peterson Field Guides)	Roger Tory Peterson	science-books	environment-ecology	Powell's Bookstores Chicago, ABAA	Chicago,IL,U.S.A.	powells-bookstores-chicago%2c-abaa-chicago-il/62903/sf	1998-02-25	used	Houghton Mifflin Company	None	Soft cover	Used - Good	None	None	None		US$ 6.80	https://www.abebooks.com/servlet/BookDetailsPL?bi=6895938092&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Western Birds (Peterson Field Guides)	Peterson, Roger Tory	science-books	environment-ecology	PreLoved ltd	AYLESBURY,UnitedKingdom	preloved-ltd-aylesbury/55792003/sf	2011-03-21	used	None	None	Paperback	Good	None	None	None		US$ 1.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=20556797554&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Western Birds (Peterson Field Guides)	ROGER TORY PETERSON	science-books	environment-ecology	Priceless Books	Urbana,IL,U.S.A	priceless-books-urbana-il-u.s.a/22278/sf	1998-11-01	used	Houghton Mifflin, Boston	1961	Paperback	Good	None	None	None	2nd Ed..	US$ 6.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=18392611643&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	WESTERN BIRDS (PETERSON FIELD GUIDES)	PETERSON, ROGER TORY	science-books	environment-ecology	Richard's Books	Boise,ID,U.S.A.	richards-books-boise-id-u.s.a/3237530/sf	2004-05-03	used	HOUGHTON MIFFLIN (TRADE)	None	PAPERBACK	Good	None	None	None		US$ 3.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=16623542824&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Field Guide to Western Birds Field Marks of All Species Fopund in North America West of the 100th Meridian with a Section on the Birds of the Hawaiian Islands	Peterson, Roger T.	science-books	environment-ecology	Sarah Zaluckyj	KINGTON,UnitedKingdo	sarah-zaluckyj-kington/1289292/sf	2002-04-02	used	Houghton Mifflin and Company, Boston &amp; New York U.S.A.	1989	Soft Cover	Very Good	None	None	None	Second Edition	US$ 8.03	https://www.abebooks.com/servlet/BookDetailsPL?bi=1934431670&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds: Field Marks of All Species Found in North America West of the 100th Meridian, with a Section on Birds of the Hawaiian Islands	Peterson, Roger Tory	science-books	environment-ecology	Second City Books	Aurora,IL,U.S.A.	second-city-books-aurora-il-u.s.a/63477172/sf	2016-03-29	used	HOUGHTON MIFFLIN (TRADE)	None	Paperback	Very Good	None	None	None		US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=19758034819&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds: Field Marks of All Species Found in North America West of the 100th Meridian, with a Section on Birds of the Hawaiian Islands	Peterson, Roger Tory	science-books	environment-ecology	Sierra Nevada Books	Reno,NV,U.S.A	sierra-nevada-books-reno-nv-u.s.a/57785937/sf	2012-05-25	used	HOUGHTON MIFFLIN (TRADE)	None	Paperback	Very Good	None	None	None	None	US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=21785121375&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Field Guide to Western Birds	Peterson, Roger T.	science-books	environment-ecology	The Book Faerie	LasCruces,NM,U.S.A.	the-book-faerie-las-cruces-nm/36382/sf	2001-01-17	used	Houghton Mifflin	1989	Soft cover	Good	None	None	None		US$ 6.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=1295464146&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds	Peterson, Roger T.	science-books	environment-ecology	The Book Shed	Benson,VT,U.S.A	the-book-shed-benson-vt-u.s.a/602765/sf	2000-08-22	used	Houghton Mifflin and Company, Boston	1961	Paperback	NF	Roger Tory Peterson	VG	None	Eleventh Printing, 2nd Edition.	US$ 10.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=425046412&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds (Peterson Field Guides)	Peterson, Roger T.	science-books	environment-ecology	The Book Women	Sumas,WA,U.S.A.	the-book-women-sumas-wa-u.s.a/200194/sf	1999-06-28	used	Houghton Mifflin (Trade)	1961	Softcover	Good	None	None	None		US$ 3.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=19614253189&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Field Guide to Western Birds PA	Roger T. Peterson	science-books	environment-ecology	The Bookworm	Carbondale,IL,U.S.A.	the-bookworm-carbondale-il-u.s.a/22053/sf	2001-09-06	used	Houghton Mifflin	1961	Paperback	Good	None	None	None		US$ 8.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=6712528334&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds	Peterson, Roger Tory	science-books	environment-ecology	The Guru Bookshop	Hereford,UnitedKingdom	the-guru-bookshop-hereford/54486023/sf	2009-08-24	used	Houghton Mifflin Co.	1961	Hardcover	Very Good	None	None	None		US$ 3.85	https://www.abebooks.com/servlet/BookDetailsPL?bi=21812631879&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds PA (Peterson Field Guides)	Peterson, Roger T.	science-books	environment-ecology	The London Bookworm	EastSussex,UnitedKingdo	the-london-bookworm-east-sussex/490193/sf	2000-04-05	used	Houghton Mifflin Company, U.S.A.	1961	Softcover	Good	Rger Try Peterson	None	None	1st Paperback Edition.	US$ 10.28	https://www.abebooks.com/servlet/BookDetailsPL?bi=265231636&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	A Field Guide to Western Birds	Roger Tory Peterson and the Editors of Life	science-books	environment-ecology	visionarybook	Denver,CO,U.S.A.	visionarybook-denver-co-u.s.a/51114924/sf	2006-05-17	used	Houghton Mifflin	None	Soft Cover	Very Good	None	None	None		US$ 1.50	https://www.abebooks.com/servlet/BookDetailsPL?bi=1096813328&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Western Birds (Peterson Field Guides)	Peterson, Roger Tory	science-books	environment-ecology	W2Books	Hereford,UnitedKingdom	w2books-hereford/54973328/sf	2009-11-23	used	Houghton Mifflin (Trade)	1989	Paperback	Very Good	None	None	None		US$ 1.93	https://www.abebooks.com/servlet/BookDetailsPL?bi=19481404884&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Western Birds (Peterson Field Guides)	PETERSON, ROGER TORY	science-books	environment-ecology	WCC Corp.	Moorpark,CA,U.S.A.	wcc-corp-moorpark-ca-u.s.a/61303049/sf	2016-11-26	used	HOUGHTON MIFFLIN (TRADE)	None	PAPERBACK	New	None	None	None		US$ 6.82	https://www.abebooks.com/servlet/BookDetailsPL?bi=21220274787&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Western Birds (Peterson Field Guides)	ROGER TORY PETERSON	science-books	environment-ecology	Wonder Book	Frederick,MD,U.S.A.	wonder-book-frederick-md-u.s.a/8895/sf	1997-11-01	used	HOUGHTON MIFFLIN (TRADE)	None	None	Fair	None	None	None		US$ 4.19	https://www.abebooks.com/servlet/BookDetailsPL?bi=18908902545&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	FIELD GUIDE TO WESTERN BIRDS,FIELD MARKS OF ALL SPECIES FOUND IN NORTH AMERICA WEST OF THE 100TH MERIDIAN,WITH HAWAIIAN ISLAND	Peterson, Roger Tory	science-books	environment-ecology	WONDERFUL BOOKS BY MAIL	OROVILLE,CA,U.S.A	wonderful-books-by-mail-oroville-ca/98473/sf	1998-11-13	used	Houghton Mifflin Publisher 1941,1961, Boston	1941	Revised, Enlarg	None	Illustrated by Color &amp; Bw Drawings	None	None	2nd Edition,6p.	US$ 6.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=21512567597&searchurl=isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	Western Birds (Peterson Field Guides)	Peterson, Roger Tory	science-books	environment-ecology	WorldofBooks	Goring-By-Sea,WS,UnitedKingdo	worldofbooks-goring-by-sea/51947087/sf	2007-03-16	used	None	None	Paperback	Good	None	None	None	None	US$ 1.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=22259209154&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
039513692X	9780395136928	WESTERN BIRDS (PETERSON FIELD GUIDES)	PETERSON, ROGER TORY	science-books	environment-ecology	Your Online Bookstore	Houston,TX,U.S.A	your-online-bookstore-houston-tx-u.s.a/55604094/sf	2010-07-06	used	HOUGHTON MIFFLIN (TRADE)	None	PAPERBACK	Fair	None	None	None	None	US$ 3.47	https://www.abebooks.com/servlet/BookDetailsPL?bi=21281485040&searchurl=sts%3Dt%26isbn%3D039513692X%26sortby%3D17
0395140137	9780395140130	The Salmon: Their Fight for Survival	Netboy, Anthony	science-books	environment-ecology	Catherine O'Toole, Bookseller	OceanPark,WA,U.S.A.	catherine-otoole%2c-bookseller-ocean-park-wa/227963/sf	2016-03-03	used	Houghton Mifflin Company	1974	Hardcover	Very Good	None	Good	None	1st Edition	US$ 8.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=20541502457&cm_sp=collections-_-4QH3b4GqNQ8b5dq1eflPam_item_1_3-_-bdp
0395140137	9780395140130	The salmon: their fight for survival. Illustrated with photos. Maps by Samuel H. Bryant.	Netboy, Anthony	science-books	biology	J. Lawton, Booksellers	Readville,MA,U.S.A	j-lawton%2c-booksellers-readville-ma-u.s.a/3031/sf	2016-08-30	used	Houghton Mifflin Company, Boston	1973	Hardcover	None	None	good	None	2nd printing.	US$ 17.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=20126429721&cm_sp=collections-_-3XEpjnXprgSwNbcc2mGwYW_item_1_52-_-bdp
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Atlanta Book Company	Atlanta,GA,U.S.A	atlanta-book-company-atlanta-ga-u.s.a/53553014/sf	2008-08-11	used	Houghton Mifflin (Trade)	None	Paperback	Fair	None	None	None	None	US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=21060058871&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Blue Cloud Books	Phoenix,AZ,U.S.A.	blue-cloud-books-phoenix-az-u.s.a/55521360/sf	2010-05-14	used	Houghton Mifflin (Trade)	None	Paperback	Fair	None	None	None		US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=20607941272&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Books Express	Portsmouth,NH,U.S.A	books-express-portsmouth-nh-u.s.a/61727479/sf	2015-08-14	used	Houghton Mifflin	1990	Paperback	Used: Good	None	None	None	None	US$ 98.16	https://www.abebooks.com/servlet/BookDetailsPL?bi=22178265968&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Books Squared	Dallas,TX,U.S.A	books-squared-dallas-tx-u.s.a/54448258/sf	2009-07-02	used	Houghton Mifflin (Trade)	None	Paperback	Fair	None	None	None	None	US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=20852436483&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	BookStore Independent	Memphis,TN,U.S.A	bookstore-independent-memphis-tn-u.s.a/56125469/sf	2011-02-02	used	Houghton Mifflin (Trade)	1990	Paperback	Used: Good	None	None	None	None	US$ 22.99	https://www.abebooks.com/servlet/BookDetailsPL?bi=21937919069&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	BookZone Illinois	Aurora,IL,U.S.A.	bookzone-illinois-aurora-il-u.s.a/42307/sf	1999-05-14	used	Houghton Mifflin (Trade)	None	Soft cover	Very Good	None	None	None		US$ 4.49	https://www.abebooks.com/servlet/BookDetailsPL?bi=12270075483&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Atlantic Coast Shells	Percy A. Morris	science-books	general-sciences	Castle Rock	Pittsford,NY,U.S.A.	castle-rock-pittsford-ny-u.s.a/54302400/sf	2009-04-22	used	None	None	None	Very Good	None	None	None		US$ 9.19	https://www.abebooks.com/servlet/BookDetailsPL?bi=19861988074&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Friends of the Phoenix Public Library	Phoenix,AZ,U.S.A.	friends-of-the-phoenix-public-library/5216420/sf	2004-05-25	used	Houghton Mifflin (Trade)	1990	Paperback	Good	None	None	None		US$ 2.49	https://www.abebooks.com/servlet/BookDetailsPL?bi=20902769525&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Green Earth Books	Portland,OR,U.S.A.	green-earth-books-portland-or-u.s.a/3961782/sf	2003-12-12	used	Houghton Mifflin (Trade)	None	Paperback	Good	None	None	None		US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=20685870388&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Hippo Books	Toledo,OH,U.S.A.	hippo-books-toledo-oh-u.s.a/50294793/sf	2005-06-13	used	Houghton Mifflin	None	Paperback	VERY GOOD	None	None	None		US$ 3.98	https://www.abebooks.com/servlet/BookDetailsPL?bi=21314040886&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Irish Booksellers	Rumford,ME,U.S.A	irish-booksellers-rumford-me-u.s.a/57531671/sf	2015-05-14	used	Houghton Mifflin (Trade)	1990	Paperback	New	None	None	None	None	US$ 27.34	https://www.abebooks.com/servlet/BookDetailsPL?bi=16647225192&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Motor City Books	Brownstown,MI,U.S.A.	motor-city-books-brownstown-mi-u.s.a/54239244/sf	2009-03-24	used	Houghton Mifflin (Trade)	None	Paperback	Good	None	None	None		US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=20833066602&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Murray Media	NorthMiamiBeach,FL,U.S.A.	murray-media-north-miami-beach-fl/59705792/sf	2013-09-26	used	Houghton Mifflin (Trade)	1990	Paperback	Very Good	None	None	None		US$ 26.45	https://www.abebooks.com/servlet/BookDetailsPL?bi=20788238988&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Morris, Percy A.	science-books	general-sciences	Orion Tech	GrandPrairie,TX,U.S.A.	orion-tech-grand-prairie-tx-u.s.a/61505917/sf	2015-02-18	used	Houghton Mifflin (Trade)	None	PAPERBACK	Very Good	None	None	None		US$ 5.51	https://www.abebooks.com/servlet/BookDetailsPL?bi=21841895314&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	OwlsBooks	Toledo,MD,U.S.A.	owlsbooks-toledo-md-u.s.a/51218811/sf	2006-06-26	used	Houghton Mifflin	None	Paperback	GOOD	None	None	None		US$ 3.98	https://www.abebooks.com/servlet/BookDetailsPL?bi=20947529162&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	A Field Guide to Shells of the Atlantic Coast and the West Indies	Morris, Percy A.	science-books	general-sciences	Second Chance Books &amp; Comics	WarrAcres,OK,U.S.A	second-chance-books-comics-warr-acres/710919/sf	2011-08-05	used	Houghton Mifflin, Boston, MA, U.S.A.	1975	S Trade Paperback	Good	None	None	None	Eighth Printing..	US$ 6.50	https://www.abebooks.com/servlet/BookDetailsPL?bi=5467424038&cm_sp=collections-_-3uuNQpdaeAwRB0Szvl7xzq_item_5_14-_-bdp
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Second City Books	Aurora,IL,U.S.A	second-city-books-aurora-il-u.s.a/63477172/sf	2016-03-29	used	Houghton Mifflin (Trade)	None	Paperback	Good	None	None	None	None	US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=20613772261&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Silver Arch Books	StLouis,MO,U.S.A.	silver-arch-books-st-louis-mo/56019855/sf	2010-12-23	used	Houghton Mifflin (Trade)	None	Paperback	Good	None	None	None		US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=22033427022&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	The Dusty Bookcase	Mounds,OK,U.S.A.	the-dusty-bookcase-mounds-ok-u.s.a/51156310/sf	2006-05-26	used	Houghton Mifflin (Trade)	1990	Paperback	Very Good	None	None	None		US$ 3.50	https://www.abebooks.com/servlet/BookDetailsPL?bi=3516886098&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	A Field Guide to Shells: Atlantic and Gulf Coasts and the West Indies (Peterson Field Guide Series)	Percy A. Morris	science-books	general-sciences	The Published Page Bookshop	Arlington,TX,U.S.A.	the-published-page-bookshop-arlington-tx/108717/sf	2005-03-08	used	Houghton Mifflin	1975	Trade Paperback	Very Good +	None	None	None	Reprint.	US$ 5.28	https://www.abebooks.com/servlet/BookDetailsPL?bi=21861151717&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	FIELD GUIDE TO SHELLS OF THE ATLANTIC PETERSON FIELD GUIDE SERIES	Morris, Percy A. .clench, William J. Ed.	science-books	general-sciences	WONDERFUL BOOKS BY MAIL	OROVILLE,CA,U.S.A	wonderful-books-by-mail-oroville-ca/98473/sf	1998-11-13	used	Houghton Mifflin Co Pub 1947,1975, Boston	1947	paperback	Very Good	Illustrated by B &amp; W Throughout, Some Color	None	None	None	US$ 10.00	https://www.abebooks.com/servlet/BookDetailsPL?bi=21512548692&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
0395171709	9780395171707	Field Guide to Shells of the Atlantic (Peterson Field Guides)	Percy A. Morris	science-books	general-sciences	Yankee Clipper Books	WindsorLocks,CT,U.S.A	yankee-clipper-books-windsor-locks-ct/54992501/sf	2009-12-22	used	Houghton Mifflin (Trade)	None	Paperback	Fair	None	None	None	None	US$ 3.81	https://www.abebooks.com/servlet/BookDetailsPL?bi=20025885346&searchurl=sts%3Dt%26isbn%3D0395171709%26sortby%3D17
